jd,wd,type
104.06067,30.65707,11
104.10659,30.65458,27
104.08711,30.65405,18
104.0697,30.65367,37
104.1266,30.65512,38
104.04238,30.66535,9
104.07526,30.6538,31
104.11479,30.65486,1
104.05163,30.66492,10
104.04283,30.6844,3
104.04254,30.66527,9
104.09879,30.65449,23
104.06582,30.65374,22
104.07533,30.72731,19
104.07532,30.72709,19
104.07896,30.65384,17
104.04273,30.69084,60
104.09871,30.65436,23
104.12927,30.68316,50
104.04325,30.69313,29
104.09873,30.65439,23
104.08702,30.65409,18
104.12887,30.70659,28
104.12936,30.65901,26
104.10291,30.67082,16
104.09724,30.71025,77
104.06984,30.65374,37
104.0426,30.67539,5
104.09881,30.65453,23
104.04274,30.68104,49
104.05725,30.67296,25
104.0618,30.65339,40
104.04261,30.66512,9
104.10641,30.65466,27
104.12934,30.66863,43
104.08019,30.65815,39
104.07204,30.65367,30
104.08225,30.65393,67
104.11484,30.65496,1
104.09872,30.65438,23
104.094,30.66054,74
104.12912,30.66852,43
104.04336,30.68081,49
104.04264,30.68464,3
104.12859,30.71547,34
104.06024,30.65337,24
104.04268,30.68459,3
104.05241,30.68463,79
104.09542,30.66192,35
104.07203,30.65366,30
104.04335,30.693,29
104.09874,30.65441,23
104.06063,30.65876,11
104.12952,30.65909,26
104.08148,30.65671,17
104.07426,30.6542,31
104.09739,30.67445,15
104.04248,30.6653,9
104.0808,30.656,17
104.04333,30.72317,6
104.0754,30.65373,31
104.0522,30.68481,79
104.12937,30.67007,8
104.07977,30.65452,17
104.09728,30.65443,48
104.11479,30.6548,1
104.0606,30.65737,11
104.06973,30.65358,37
104.04287,30.69289,29
104.07532,30.72714,19
104.08104,30.6564,17
104.0973,30.6746,15
104.0433,30.71613,36
104.04339,30.72322,6
104.12946,30.66869,43
104.05271,30.65328,56
104.11479,30.65492,1
104.09534,30.66184,35
104.08117,30.65653,17
104.06063,30.65882,11
104.08252,30.65434,67
104.1293,30.68319,50
104.04359,30.72314,6
104.08802,30.65428,42
104.04278,30.67864,57
104.04327,30.67926,57
104.06977,30.65376,37
104.07535,30.65376,31
104.08626,30.66074,68
104.11479,30.6549,1
104.04237,30.66535,9
104.0426,30.66513,9
104.1084,30.72631,12
104.08092,30.65617,17
104.04296,30.70395,0
104.05634,30.66305,51
104.11479,30.65483,1
104.07516,30.65385,31
104.12937,30.67006,8
104.08115,30.6565,17
104.10458,30.65452,65
104.0863,30.6608,68
104.11078,30.65511,73
104.07532,30.72681,19
104.04337,30.72321,6
104.11078,30.65476,73
104.04296,30.70395,0
104.0613,30.65371,40
104.04298,30.70393,0
104.05839,30.72719,58
104.04279,30.69274,29
104.0426,30.66513,9
104.08056,30.65571,17
104.09028,30.65416,63
104.11479,30.65495,1
104.0426,30.67833,57
104.04311,30.65511,4
104.10851,30.7266,12
104.11479,30.65536,1
104.11479,30.65483,1
104.04337,30.72297,6
104.08083,30.65604,17
104.07334,30.6547,2
104.09871,30.65436,23
104.05032,30.65312,64
104.04261,30.6811,49
104.04277,30.68447,3
104.07209,30.65373,30
104.08638,30.66096,68
104.04259,30.67832,57
104.06967,30.65363,37
104.04345,30.69271,29
104.0522,30.68482,79
104.07532,30.72711,19
104.09459,30.66065,74
104.11886,30.65492,59
104.06057,30.6586,11
104.04261,30.6811,49
104.05263,30.65319,56
104.04761,30.7274,21
104.04299,30.69296,29
104.1266,30.65514,38
104.10467,30.65466,65
104.11479,30.655,1
104.0427,30.66508,9
104.07535,30.65376,31
104.08698,30.6541,18
104.05063,30.65308,64
104.1266,30.65524,38
104.04267,30.68461,3
104.09887,30.65462,23
104.07391,30.69469,55
104.07205,30.65365,30
104.06713,30.71272,13
104.0427,30.68457,3
104.11932,30.65497,59
104.04224,30.65852,32
104.09729,30.71033,77
104.04754,30.72771,21
104.12941,30.66867,43
104.04227,30.65852,32
104.04255,30.67825,57
104.07532,30.72689,19
104.08194,30.65391,67
104.04322,30.69295,29
104.12939,30.67003,8
104.0426,30.67834,57
104.04325,30.69318,29
104.08698,30.6541,18
104.04265,30.66522,9
104.04303,30.69282,29
104.06705,30.71214,13
104.10847,30.72649,12
104.10657,30.65459,27
104.062,30.72322,61
104.12934,30.68323,50
104.06981,30.6537,37
104.12929,30.65898,26
104.0659,30.65364,22
104.05525,30.66079,47
104.12947,30.65906,26
104.05048,30.6531,64
104.09894,30.65473,23
104.08699,30.6541,18
104.04239,30.6585,32
104.1293,30.68319,50
104.12588,30.67103,82
104.06974,30.65372,37
104.11479,30.65515,1
104.12008,30.66837,54
104.12859,30.7153,34
104.05061,30.65308,64
104.04258,30.66514,9
104.09746,30.65435,48
104.10596,30.65487,27
104.07537,30.65375,31
104.04311,30.67899,57
104.05068,30.65307,64
104.06064,30.65859,11
104.129,30.71536,34
104.04238,30.6585,32
104.05766,30.67288,25
104.07336,30.69388,55
104.07535,30.65376,31
104.04278,30.69288,29
104.06201,30.72251,61
104.05034,30.65312,64
104.06157,30.65363,40
104.10644,30.65465,27
104.07363,30.65467,2
104.06575,30.65408,22
104.04303,30.70704,71
104.04748,30.7275,21
104.06066,30.65792,11
104.12905,30.66849,43
104.11479,30.6552,1
104.04347,30.72305,6
104.04258,30.67539,5
104.04275,30.68451,3
104.09875,30.65442,23
104.08699,30.6541,18
104.04323,30.69312,29
104.04264,30.68464,3
104.06166,30.65348,40
104.06592,30.65388,22
104.07986,30.65465,17
104.04298,30.69296,29
104.09876,30.65443,23
104.07406,30.65435,31
104.10486,30.65483,65
104.04281,30.68443,3
104.09871,30.65436,23
104.04346,30.72303,6
104.06063,30.65867,11
104.08709,30.65406,18
104.08708,30.65406,18
104.095,30.66146,35
104.09872,30.65436,23
104.1266,30.65524,38
104.07531,30.65378,31
104.12942,30.65904,26
104.05067,30.65307,64
104.04234,30.66525,9
104.08015,30.65483,17
104.04266,30.67843,57
104.04326,30.72288,6
104.12907,30.6685,43
104.08228,30.65397,67
104.06971,30.65367,37
104.11484,30.65495,1
104.04273,30.68453,3
104.04755,30.72734,21
104.07536,30.65375,31
104.04267,30.68613,44
104.10458,30.65453,65
104.05259,30.65313,56
104.06965,30.6536,37
104.06981,30.65369,37
104.06034,30.65353,24
104.06063,30.65867,11
104.04235,30.65851,32
104.09043,30.65456,63
104.0426,30.67835,57
104.04248,30.66519,9
104.1294,30.65903,26
104.04398,30.693,29
104.08181,30.65649,17
104.06582,30.65405,22
104.0427,30.66508,9
104.06041,30.65365,24
104.08171,30.65753,17
104.04312,30.65511,4
104.07541,30.65373,31
104.04274,30.68451,3
104.11078,30.65471,73
104.04261,30.67538,5
104.08662,30.65408,18
104.05064,30.65308,64
104.07213,30.6538,30
104.04249,30.67544,5
104.0429,30.69296,29
104.11479,30.65492,1
104.0797,30.65442,17
104.04272,30.68454,3
104.05142,30.702,46
104.08685,30.65416,18
104.10848,30.72653,12
104.12937,30.68326,50
104.07285,30.65479,2
104.0584,30.72732,58
104.05131,30.66378,10
104.04756,30.72768,21
104.12947,30.6687,43
104.1294,30.66866,43
104.10854,30.72668,12
104.05258,30.65312,56
104.09871,30.65436,23
104.11479,30.65499,1
104.08274,30.65469,67
104.11485,30.65516,1
104.04267,30.68461,3
104.07472,30.65404,31
104.11479,30.6548,1
104.06593,30.65351,22
104.06052,30.65388,24
104.04232,30.66538,9
104.07536,30.65375,31
104.08253,30.65435,67
104.12936,30.67009,8
104.08792,30.65413,42
104.09686,30.65462,48
104.0426,30.67538,5
104.04319,30.71601,36
104.07533,30.65377,31
104.04416,30.72362,6
104.08699,30.6541,18
104.05258,30.65312,56
104.04752,30.72774,21
104.11479,30.65501,1
104.04309,30.71045,7
104.05046,30.6531,64
104.11485,30.65515,1
104.06064,30.65862,11
104.094,30.66044,74
104.11479,30.65516,1
104.04253,30.67542,5
104.09562,30.66208,35
104.0584,30.72734,58
104.09877,30.65446,23
104.06593,30.65356,22
104.12923,30.66858,43
104.10858,30.72678,12
104.04287,30.69272,29
104.08703,30.65408,18
104.062,30.7231,61
104.12912,30.66852,43
104.04335,30.68371,3
104.11479,30.65514,1
104.09879,30.65449,23
104.11479,30.65518,1
104.11419,30.71111,76
104.11479,30.65567,1
104.08011,30.65507,17
104.07531,30.65378,31
104.12944,30.66868,43
104.05765,30.67249,25
104.06027,30.65342,24
104.04358,30.72312,6
104.0756,30.68511,72
104.08796,30.6542,42
104.12938,30.68327,50
104.12942,30.65904,26
104.04306,30.70384,0
104.04753,30.72773,21
104.10855,30.7267,12
104.04321,30.69295,29
104.08104,30.65634,17
104.07532,30.72713,19
104.06222,30.72747,20
104.12917,30.65892,26
104.06222,30.72686,20
104.06982,30.65383,37
104.04271,30.68455,3
104.04291,30.69297,29
104.12927,30.6686,43
104.04267,30.66509,9
104.04319,30.6931,29
104.09872,30.65438,23
104.07542,30.65373,31
104.08248,30.65427,67
104.04756,30.72751,21
104.09744,30.71059,77
104.06969,30.65365,37
104.06063,30.65871,11
104.07536,30.65375,31
104.04239,30.6585,32
104.12921,30.66857,43
104.10327,30.66996,16
104.12942,30.66867,43
104.04312,30.70376,0
104.04269,30.68458,3
104.05259,30.65313,56
104.09056,30.6549,63
104.12931,30.6832,50
104.043,30.70353,0
104.06177,30.65341,40
104.04236,30.65851,32
104.08009,30.65496,17
104.04281,30.68443,3
104.04237,30.66535,9
104.06592,30.65362,22
104.08141,30.65689,17
104.08056,30.65566,17
104.08096,30.65623,17
104.04342,30.69743,75
104.12956,30.65911,26
104.09592,30.66232,35
104.09881,30.65452,23
104.07532,30.72692,19
104.12919,30.65533,78
104.04754,30.7277,21
104.10269,30.66888,16
104.0606,30.65753,11
104.12909,30.71397,14
104.04282,30.6929,29
104.0797,30.65441,17
104.05051,30.6531,64
104.043,30.69303,29
104.11479,30.65489,1
104.0526,30.65315,56
104.10653,30.6546,27
104.04266,30.6651,9
104.07339,30.65479,2
104.07535,30.65376,31
104.06592,30.65362,22
104.10848,30.72653,12
104.06965,30.6536,37
104.04271,30.6861,44
104.11479,30.6548,1
104.08131,30.65674,17
104.10655,30.65459,27
104.08042,30.65545,17
104.04218,30.65522,4
104.12934,30.66863,43
104.08712,30.65405,18
104.09028,30.65416,63
104.12885,30.7154,34
104.05698,30.67317,25
104.04288,30.70021,53
104.05693,30.6731,25
104.10852,30.72663,12
104.04294,30.70349,0
104.12893,30.71538,34
104.11479,30.65488,1
104.04759,30.72761,21
104.04264,30.68464,3
104.09884,30.65457,23
104.08228,30.65397,67
104.04405,30.69356,29
104.12927,30.65897,26
104.06066,30.65771,11
104.11479,30.65514,1
104.08701,30.65409,18
104.04318,30.71046,7
104.10365,30.66901,16
104.09748,30.67467,15
104.04749,30.72768,21
104.1288,30.71542,34
104.0655,30.6536,22
104.04303,30.69289,29
104.07737,30.65854,62
104.06222,30.72687,20
104.07524,30.65381,31
104.08788,30.65407,42
104.04283,30.69231,29
104.06977,30.65365,37
104.04311,30.69305,29
104.06592,30.65367,22
104.07541,30.65373,31
104.0513,30.66376,10
104.04294,30.68425,3
104.05737,30.673,25
104.09743,30.67438,15
104.06061,30.65669,11
104.10857,30.72676,12
104.04319,30.6793,57
104.04298,30.68441,3
104.10859,30.72679,12
104.0939,30.66047,74
104.04283,30.66512,9
104.06971,30.65367,37
104.07532,30.65377,31
104.07538,30.65374,31
104.04266,30.68461,3
104.1266,30.65523,38
104.07541,30.65373,31
104.11479,30.65522,1
104.05163,30.66492,10
104.09896,30.65477,23
104.04264,30.68464,3
104.07532,30.65377,31
104.07535,30.65376,31
104.1292,30.65894,26
104.10433,30.66938,16
104.12874,30.71543,34
104.11484,30.65485,1
104.04253,30.67542,5
104.04305,30.70362,0
104.07534,30.65376,31
104.11224,30.66703,33
104.09875,30.65442,23
104.05637,30.66301,51
104.12916,30.66854,43
104.04305,30.70385,0
104.09871,30.65436,23
104.04264,30.67537,5
104.07526,30.6538,31
104.04264,30.6784,57
104.04755,30.7277,21
104.06735,30.71239,13
104.08708,30.65406,18
104.04297,30.69301,29
104.04314,30.71595,36
104.09575,30.66218,35
104.05209,30.68524,79
104.12032,30.66776,54
104.0434,30.72299,6
104.11921,30.65492,59
104.06066,30.6577,11
104.05062,30.65308,64
104.07532,30.72716,19
104.12941,30.66867,43
104.06995,30.65388,37
104.04234,30.66537,9
104.06066,30.65788,11
104.04263,30.68465,3
104.11484,30.65491,1
104.04332,30.72317,6
104.09873,30.65438,23
104.08688,30.65415,18
104.04326,30.72288,6
104.04265,30.67536,5
104.0526,30.65315,56
104.08069,30.65585,17
104.04752,30.72775,21
104.09874,30.6544,23
104.04299,30.70392,0
104.1266,30.65519,38
104.11897,30.65497,59
104.07305,30.65507,2
104.04226,30.65522,4
104.11479,30.65523,1
104.05273,30.65332,56
104.07532,30.72697,19
104.04301,30.69281,29
104.06592,30.65388,22
104.04231,30.65851,32
104.05261,30.65316,56
104.07336,30.6942,55
104.08228,30.65397,67
104.09872,30.65438,23
104.07527,30.6538,31
104.04263,30.68465,3
104.12928,30.65898,26
104.12936,30.65901,26
104.06063,30.65885,11
104.04296,30.70396,0
104.0429,30.69274,29
104.06593,30.65354,22
104.07532,30.72702,19
104.10461,30.65458,65
104.04295,30.68423,3
104.07955,30.6542,17
104.07339,30.68634,70
104.08712,30.65405,18
104.07526,30.6538,31
104.12911,30.66852,43
104.07708,30.65868,62
104.08227,30.65396,67
104.07533,30.72724,19
104.09876,30.65443,23
104.04258,30.66525,9
104.11479,30.65507,1
104.06066,30.65782,11
104.12877,30.70656,28
104.09524,30.66174,35
104.12913,30.70668,28
104.06583,30.65374,22
104.08136,30.65681,17
104.08706,30.65407,18
104.12868,30.6587,26
104.04317,30.69236,29
104.04761,30.72757,21
104.04317,30.70721,71
104.08067,30.65587,17
104.07347,30.68584,70
104.10861,30.7266,12
104.12892,30.71538,34
104.09875,30.65442,23
104.07228,30.654,30
104.0527,30.65328,56
104.07321,30.69471,55
104.11422,30.71149,76
104.087,30.65409,18
104.12921,30.66857,43
104.11479,30.65489,1
104.0505,30.6531,64
104.04247,30.6653,9
104.10301,30.67059,16
104.06044,30.65371,24
104.09028,30.65416,63
104.043,30.70352,0
104.04337,30.72321,6
104.04252,30.67821,57
104.04265,30.67536,5
104.10627,30.65472,27
104.09723,30.65445,48
104.04271,30.68611,44
104.04253,30.66516,9
104.07533,30.72721,19
104.10848,30.72652,12
104.04757,30.72764,21
104.11479,30.65493,1
104.04364,30.72317,6
104.04313,30.70375,0
104.05052,30.65309,64
104.06593,30.65348,22
104.05255,30.68466,79
104.08689,30.65415,18
104.04755,30.72769,21
104.06074,30.65831,11
104.12911,30.6589,26
104.10867,30.72659,12
104.05056,30.65309,64
104.11479,30.65483,1
104.07541,30.65373,31
104.04764,30.72752,21
104.07339,30.68619,70
104.10836,30.72622,12
104.1292,30.65894,26
104.04754,30.72771,21
104.04244,30.6585,32
104.08138,30.65685,17
104.0428,30.67866,57
104.04334,30.72295,6
104.06019,30.65344,24
104.06064,30.65867,11
104.05722,30.67298,25
104.04298,30.7037,0
104.0429,30.70023,53
104.04315,30.69307,29
104.10637,30.65468,27
104.04276,30.69264,29
104.04307,30.70383,0
104.04282,30.69285,29
104.11479,30.65554,1
104.06195,30.65338,40
104.07533,30.72732,19
104.10852,30.72661,12
104.10638,30.65467,27
104.08141,30.65704,17
104.06593,30.65355,22
104.08697,30.65411,18
104.08703,30.65408,18
104.07433,30.65433,31
104.08707,30.65407,18
104.11479,30.65486,1
104.11479,30.65512,1
104.04283,30.68439,3
104.04298,30.70393,0
104.04363,30.72316,6
104.05257,30.65312,56
104.12888,30.71539,34
104.04232,30.66538,9
104.07506,30.65389,31
104.08704,30.65408,18
104.05064,30.65308,64
104.07528,30.65379,31
104.04297,30.693,29
104.10644,30.65465,27
104.04265,30.68108,49
104.09874,30.65441,23
104.06593,30.65351,22
104.05269,30.65326,56
104.07527,30.6538,31
104.11479,30.655,1
104.04244,30.6585,32
104.0814,30.65688,17
104.04243,30.66521,9
104.04252,30.67821,57
104.11888,30.65493,59
104.04258,30.67539,5
104.11479,30.65482,1
104.06021,30.65347,24
104.0659,30.65364,22
104.09873,30.65439,23
104.11479,30.65521,1
104.06063,30.65897,11
104.08703,30.65408,18
104.04328,30.7229,6
104.11479,30.65496,1
104.10629,30.65471,27
104.04322,30.71604,36
104.12914,30.7141,14
104.0753,30.65378,31
104.09033,30.6543,63
104.07033,30.65363,37
104.04271,30.67852,57
104.12923,30.65895,26
104.04326,30.69295,29
104.06031,30.65349,24
104.04253,30.67542,5
104.08074,30.65597,17
104.07532,30.72713,19
104.04254,30.65522,4
104.1266,30.65517,38
104.07921,30.65783,39
104.04314,30.71595,36
104.04302,30.69299,29
104.04238,30.6585,32
104.07203,30.65365,30
104.11479,30.65487,1
104.04224,30.65852,32
104.07532,30.72678,19
104.043,30.6928,29
104.08696,30.65422,18
104.05259,30.65313,56
104.12956,30.6591,26
104.04335,30.72319,6
104.06592,30.65403,22
104.04254,30.66516,9
104.04275,30.6845,3
104.06222,30.72741,20
104.05061,30.65308,64
104.12855,30.71548,34
104.11501,30.65507,1
104.09544,30.66194,35
104.04257,30.67829,57
104.12879,30.71542,34
104.06182,30.65346,40
104.11432,30.71127,76
104.04274,30.68451,3
104.10332,30.66984,16
104.12911,30.71533,34
104.11078,30.65485,73
104.04262,30.67537,5
104.04263,30.68465,3
104.07525,30.65381,31
104.07538,30.65375,31
104.04752,30.72774,21
104.04299,30.70392,0
104.09877,30.65445,23
104.07522,30.65382,31
104.10864,30.72653,12
104.08023,30.65518,17
104.07203,30.65365,30
104.04313,30.6792,57
104.08138,30.65685,17
104.06977,30.65364,37
104.07525,30.65381,31
104.10859,30.72679,12
104.04321,30.71602,36
104.10844,30.72643,12
104.11479,30.65553,1
104.12039,30.66758,54
104.06063,30.65885,11
104.12863,30.71546,34
104.10651,30.65461,27
104.0527,30.65328,56
104.04303,30.69305,29
104.12937,30.65902,26
104.043,30.70367,0
104.07316,30.65489,2
104.04234,30.66537,9
104.0975,30.65433,48
104.0526,30.65315,56
104.04283,30.69335,29
104.06065,30.65822,11
104.12914,30.65528,78
104.04306,30.69302,29
104.04262,30.67837,57
104.08711,30.65405,18
104.12895,30.7152,34
104.11479,30.65498,1
104.04331,30.71614,36
104.05046,30.6531,64
104.09873,30.65438,23
104.04278,30.6753,5
104.09742,30.65436,48
104.11479,30.65492,1
104.04282,30.6929,29
104.04339,30.72322,6
104.07539,30.65374,31
104.12928,30.65898,26
104.11191,30.66697,33
104.12946,30.6555,78
104.04258,30.66525,9
104.04279,30.69289,29
104.04503,30.70153,41
104.04267,30.6846,3
104.04332,30.72293,6
104.08,30.65787,39
104.0428,30.69283,29
104.06988,30.65379,37
104.07532,30.72713,19
104.04303,30.70387,0
104.08804,30.65431,42
104.11479,30.65517,1
104.05259,30.65313,56
104.11078,30.65484,73
104.04326,30.72288,6
104.11479,30.65563,1
104.04749,30.72748,21
104.12955,30.6591,26
104.1266,30.65513,38
104.04755,30.72769,21
104.05259,30.65313,56
104.04292,30.69275,29
104.04278,30.68446,3
104.12661,30.6553,38
104.04268,30.66509,9
104.04305,30.70385,0
104.05161,30.66478,10
104.12011,30.66829,54
104.04298,30.66497,9
104.09472,30.66108,35
104.06593,30.65356,22
104.07233,30.69455,55
104.06172,30.65345,40
104.10849,30.72655,12
104.05134,30.70196,46
104.07601,30.68489,72
104.04279,30.68445,3
104.0446,30.70173,41
104.04254,30.67541,5
104.05745,30.67297,25
104.09393,30.66056,74
104.12922,30.66857,43
104.05258,30.65313,56
104.11479,30.65484,1
104.04257,30.6783,57
104.07203,30.65365,30
104.04308,30.70707,71
104.04304,30.69305,29
104.12604,30.67108,82
104.0516,30.66472,10
104.04239,30.6585,32
104.07926,30.65757,39
104.06024,30.65338,24
104.07532,30.65377,31
104.08705,30.65408,18
104.07533,30.72718,19
104.12928,30.65898,26
104.07376,30.6947,55
104.08002,30.6579,39
104.07363,30.65466,2
104.04331,30.72292,6
104.10843,30.7264,12
104.08706,30.65407,18
104.11479,30.65504,1
104.07371,30.68567,70
104.0475,30.72766,21
104.1294,30.65903,26
104.04308,30.68435,3
104.12911,30.66852,43
104.11479,30.65567,1
104.1117,30.66752,33
104.06983,30.65372,37
104.10638,30.65467,27
104.11479,30.65523,1
104.0433,30.72292,6
104.04307,30.70383,0
104.04269,30.68458,3
104.11479,30.65505,1
104.062,30.72344,61
104.04267,30.66521,9
104.09749,30.65434,48
104.04295,30.69299,29
104.04277,30.69264,29
104.04753,30.72738,21
104.06593,30.65355,22
104.07511,30.65387,31
104.11233,30.71529,80
104.04258,30.6783,57
104.06964,30.65358,37
104.09871,30.65436,23
104.04826,30.67833,69
104.10305,30.67048,16
104.04356,30.72311,6
104.08698,30.65411,18
104.1266,30.65521,38
104.04337,30.71621,36
104.04241,30.66534,9
104.08789,30.65409,42
104.04276,30.69286,29
104.04246,30.66531,9
104.07992,30.65463,17
104.11479,30.65508,1
104.04301,30.68439,3
104.06066,30.65776,11
104.05618,30.66326,51
104.04234,30.66537,9
104.10353,30.66914,16
104.04316,30.69308,29
104.04295,30.70425,0
104.12925,30.66859,43
104.11479,30.65537,1
104.07329,30.68647,70
104.04369,30.72321,6
104.04359,30.72313,6
104.04475,30.70154,41
104.10626,30.65473,27
104.11479,30.65499,1
104.07531,30.65378,31
104.12028,30.66785,54
104.11898,30.65498,59
104.08704,30.65408,18
104.12832,30.71553,34
104.06979,30.65367,37
104.11479,30.65493,1
104.0424,30.6585,32
104.08082,30.65602,17
104.04296,30.70396,0
104.11479,30.655,1
104.06021,30.65333,24
104.04315,30.71596,36
104.0527,30.65328,56
104.05618,30.66325,51
104.04248,30.66518,9
104.04306,30.71045,7
104.09539,30.66189,35
104.04328,30.68653,44
104.04247,30.66519,9
104.04259,30.67833,57
104.04264,30.67537,5
104.12954,30.6591,26
104.06065,30.65827,11
104.11479,30.65519,1
104.12887,30.7154,34
104.07301,30.69455,55
104.11479,30.65507,1
104.07533,30.7272,19
104.04342,30.72301,6
104.06681,30.71234,13
104.04249,30.66529,9
104.06986,30.65377,37
104.12937,30.68326,50
104.04338,30.72297,6
104.07357,30.68572,70
104.07521,30.65382,31
104.12911,30.71437,14
104.06064,30.65859,11
104.04268,30.67847,57
104.07529,30.72626,19
104.04286,30.681,49
104.07962,30.65422,17
104.04757,30.72764,21
104.08114,30.65649,17
104.11266,30.66714,33
104.04255,30.66526,9
104.07049,30.65364,37
104.04296,30.69295,29
104.05055,30.65309,64
104.07502,30.68532,72
104.08124,30.65668,17
104.08789,30.65409,42
104.05227,30.68434,79
104.10847,30.7265,12
104.11479,30.6548,1
104.12613,30.67121,82
104.04329,30.72291,6
104.07532,30.72685,19
104.04298,30.70393,0
104.0756,30.68511,72
104.07208,30.65372,30
104.04225,30.65852,32
104.08699,30.6541,18
104.09881,30.65452,23
104.08708,30.65406,18
104.06063,30.65895,11
104.07532,30.65377,31
104.08698,30.65411,18
104.11479,30.65504,1
104.06699,30.71177,13
104.05486,30.66127,47
104.04301,30.69298,29
104.11479,30.65488,1
104.11185,30.66713,33
104.12949,30.65907,26
104.09506,30.66154,35
104.04267,30.67845,57
104.04265,30.67536,5
104.08704,30.65408,18
104.0751,30.65387,31
104.04255,30.67826,57
104.1148,30.65587,1
104.04278,30.69287,29
104.04277,30.6753,5
104.11078,30.65483,73
104.05744,30.67254,25
104.04259,30.6811,49
104.08136,30.65682,17
104.06982,30.65371,37
104.12929,30.65898,26
104.05052,30.65309,64
104.04309,30.7038,0
104.11419,30.71115,76
104.0526,30.65315,56
104.07535,30.65376,31
104.0975,30.65433,48
104.0424,30.66522,9
104.06025,30.65339,24
104.08698,30.6541,18
104.10822,30.72586,12
104.04294,30.69293,29
104.04252,30.6782,57
104.12943,30.66868,43
104.11479,30.65488,1
104.07315,30.68578,70
104.06741,30.71239,13
104.12914,30.71532,34
104.12937,30.66865,43
104.04237,30.66524,9
104.07537,30.65375,31
104.04335,30.72319,6
104.05259,30.65314,56
104.04306,30.70384,0
104.04307,30.69307,29
104.04753,30.72757,21
104.07526,30.6538,31
104.08226,30.65395,67
104.04313,30.69311,29
104.07838,30.65811,45
104.1046,30.65456,65
104.06592,30.65379,22
104.07524,30.65381,31
104.04268,30.68612,44
104.08196,30.65394,67
104.09874,30.6544,23
104.08728,30.67731,66
104.07531,30.65378,31
104.08046,30.65556,17
104.04267,30.6846,3
104.04352,30.72308,6
104.11479,30.65488,1
104.11479,30.65483,1
104.07571,30.68508,72
104.04287,30.68445,3
104.12873,30.71543,34
104.04357,30.72312,6
104.1292,30.66856,43
104.09871,30.65436,23
104.07234,30.69471,55
104.10331,30.66985,16
104.09874,30.6544,23
104.0721,30.65376,30
104.05042,30.65311,64
104.08791,30.65412,42
104.11479,30.65481,1
104.08101,30.65637,17
104.12008,30.66835,54
104.04328,30.7229,6
104.04268,30.67535,5
104.08041,30.65549,17
104.07302,30.65503,2
104.04327,30.72289,6
104.04263,30.67839,57
104.04757,30.72766,21
104.04303,30.69299,29
104.07532,30.72711,19
104.06172,30.65344,40
104.04758,30.72746,21
104.04275,30.68608,44
104.06066,30.65775,11
104.04311,30.70709,71
104.04337,30.72297,6
104.08789,30.65408,42
104.04316,30.69291,29
104.08708,30.67702,66
104.07283,30.69455,55
104.08682,30.65418,18
104.08705,30.65408,18
104.09747,30.65434,48
104.08792,30.65413,42
104.06152,30.65366,40
104.04332,30.72317,6
104.10383,30.66923,16
104.06593,30.65358,22
104.08706,30.65407,18
104.0951,30.66159,35
104.04234,30.66537,9
104.11479,30.65494,1
104.08667,30.65425,18
104.04264,30.67841,57
104.08702,30.65409,18
104.12874,30.71543,34
104.04331,30.72316,6
104.06222,30.72674,20
104.08122,30.65662,17
104.04761,30.72757,21
104.07533,30.72717,19
104.08705,30.65407,18
104.11485,30.6554,1
104.0476,30.72758,21
104.04327,30.72289,6
104.05826,30.67251,25
104.043,30.69297,29
104.12848,30.71549,34
104.11479,30.65484,1
104.05057,30.65309,64
104.10551,30.65508,27
104.10314,30.67026,16
104.0522,30.68483,79
104.09027,30.65415,63
104.04269,30.67534,5
104.08791,30.65411,42
104.04349,30.72306,6
104.07533,30.72721,19
104.12934,30.659,26
104.04758,30.72762,21
104.05063,30.65308,64
104.1293,30.68319,50
104.04755,30.72769,21
104.0433,30.72292,6
104.07532,30.72714,19
104.04264,30.68464,3
104.04308,30.69303,29
104.06176,30.65342,40
104.12935,30.66864,43
104.087,30.6541,18
104.04337,30.72296,6
104.07288,30.68579,70
104.10655,30.65459,27
104.07377,30.68565,70
104.05055,30.65309,64
104.06192,30.6534,40
104.06065,30.65811,11
104.11479,30.65482,1
104.10326,30.66998,16
104.12942,30.65904,26
104.04313,30.6792,57
104.07997,30.65782,39
104.08705,30.65408,18
104.05462,30.66087,47
104.11479,30.65513,1
104.09027,30.65415,63
104.09513,30.66162,35
104.07838,30.65811,45
104.04232,30.66526,9
104.04352,30.72308,6
104.04267,30.6846,3
104.12815,30.70636,28
104.04265,30.68462,3
104.0429,30.69291,29
104.12944,30.66868,43
104.11479,30.6556,1
104.06582,30.65375,22
104.04333,30.72317,6
104.04238,30.6585,32
104.08228,30.65397,67
104.05258,30.65312,56
104.0754,30.65373,31
104.04296,30.70396,0
104.04264,30.67536,5
104.05052,30.65309,64
104.04364,30.68397,3
104.09037,30.65439,63
104.04767,30.72746,21
104.05153,30.66429,10
104.087,30.6541,18
104.05617,30.66334,51
104.06222,30.72687,20
104.1119,30.667,33
104.04758,30.72764,21
104.08793,30.65415,42
104.06026,30.6534,24
104.05046,30.6531,64
104.04222,30.65522,4
104.10637,30.65468,27
104.07533,30.72728,19
104.08705,30.65408,18
104.07541,30.65373,31
104.04238,30.66524,9
104.04245,30.66531,9
104.04266,30.67844,57
104.05069,30.65307,64
104.10626,30.65473,27
104.04234,30.65851,32
