jd,wd,type
104.08272,30.65465,67
104.06222,30.7275,20
104.04268,30.68107,49
104.0871,30.65405,18
104.0514,30.70199,46
104.10836,30.72621,12
104.07335,30.6548,2
104.06592,30.65399,22
104.0799,30.65461,17
104.06025,30.65339,24
104.1038,30.66922,16
104.0584,30.72749,58
104.06971,30.65367,37
104.04265,30.68463,3
104.07532,30.65377,31
104.0426,30.67834,57
104.04254,30.67824,57
104.0426,30.67833,57
104.09393,30.66056,74
104.05272,30.6533,56
104.07794,30.6583,45
104.07539,30.65374,31
104.04268,30.67535,5
104.06973,30.65359,37
104.12953,30.65909,26
104.04238,30.66535,9
104.04234,30.66537,9
104.09455,30.66059,74
104.04334,30.72294,6
104.06971,30.65368,37
104.07893,30.65796,45
104.06025,30.65338,24
104.10855,30.72671,12
104.09875,30.65443,23
104.04258,30.67831,57
104.10641,30.65466,27
104.1291,30.714,14
104.05147,30.66409,10
104.04248,30.67544,5
104.10369,30.66892,16
104.04355,30.7231,6
104.04258,30.66514,9
104.06173,30.65344,40
104.04324,30.71606,36
104.06183,30.65346,40
104.08791,30.65411,42
104.04247,30.66531,9
104.10331,30.66907,16
104.043,30.70391,0
104.10639,30.65467,27
104.0424,30.6585,32
104.11078,30.65471,73
104.10856,30.72673,12
104.04285,30.6927,29
104.06965,30.6536,37
104.12935,30.68324,50
104.05259,30.65313,56
104.1266,30.65512,38
104.04297,30.70395,0
104.10855,30.72669,12
104.06063,30.65892,11
104.07532,30.72713,19
104.0434,30.69268,29
104.04226,30.65852,32
104.11479,30.65503,1
104.04765,30.72749,21
104.08672,30.65422,18
104.07533,30.72717,19
104.04331,30.72292,6
104.07257,30.69455,55
104.1295,30.65908,26
104.07536,30.65375,31
104.05632,30.66309,51
104.09875,30.65441,23
104.04301,30.7039,0
104.07325,30.69418,55
104.0785,30.65814,45
104.09591,30.66216,35
104.07532,30.72708,19
104.04228,30.65852,32
104.08147,30.657,17
104.1289,30.71539,34
104.04247,30.6653,9
104.06063,30.65873,11
104.04273,30.69083,60
104.09731,30.67458,15
104.07565,30.6851,72
104.06221,30.7267,20
104.04281,30.67528,5
104.10654,30.6546,27
104.08704,30.65408,18
104.11479,30.65482,1
104.12905,30.6552,78
104.11884,30.65491,59
104.04328,30.71611,36
104.0869,30.65414,18
104.08001,30.65485,17
104.0438,30.69291,29
104.04253,30.66516,9
104.12905,30.71535,34
104.04751,30.72762,21
104.05265,30.65322,56
104.06063,30.65903,11
104.11484,30.6549,1
104.11479,30.65505,1
104.07538,30.65375,31
104.04299,30.70392,0
104.04243,30.6585,32
104.1046,30.65455,65
104.08053,30.65561,17
104.07203,30.65365,30
104.04266,30.67844,57
104.11479,30.65486,1
104.04289,30.67881,57
104.11925,30.65509,59
104.04255,30.66515,9
104.04256,30.66515,9
104.04286,30.69271,29
104.0722,30.69455,55
104.12943,30.66868,43
104.04269,30.67534,5
104.08704,30.65408,18
104.04269,30.67849,57
104.08701,30.65409,18
104.07329,30.68653,70
104.04223,30.65853,32
104.1063,30.65471,27
104.06167,30.65348,40
104.08727,30.6773,66
104.08132,30.65675,17
104.12948,30.65907,26
104.06973,30.6537,37
104.04337,30.7232,6
104.10307,30.669,16
104.08048,30.65529,17
104.07308,30.69385,55
104.05217,30.68459,79
104.0871,30.65405,18
104.11895,30.65496,59
104.08041,30.65549,17
104.05019,30.65314,64
104.04341,30.723,6
104.05044,30.6531,64
104.04464,30.70168,41
104.04329,30.72314,6
104.05056,30.65309,64
104.11253,30.66711,33
104.04753,30.72759,21
104.04329,30.70047,53
104.08703,30.65408,18
104.0721,30.65375,30
104.07217,30.65384,30
104.04763,30.72754,21
104.08001,30.65485,17
104.12897,30.70662,28
104.04285,30.69292,29
104.09751,30.67425,15
104.09881,30.65452,23
104.11078,30.65487,73
104.0526,30.65315,56
104.08143,30.65692,17
104.07532,30.72677,19
104.04321,30.71603,36
104.12947,30.6687,43
104.07541,30.65373,31
104.04281,30.69284,29
104.06551,30.65465,22
104.12884,30.7154,34
104.10326,30.66997,16
104.12907,30.71427,14
104.04286,30.69288,29
104.07206,30.65369,30
104.07316,30.69455,55
104.04309,30.69287,29
104.0734,30.68585,70
104.06061,30.65679,11
104.10848,30.72652,12
104.04749,30.72768,21
104.04332,30.69264,29
104.04497,30.7015,41
104.11479,30.65505,1
104.04345,30.72326,6
104.04351,30.72307,6
104.05483,30.66087,47
104.08684,30.65417,18
104.04234,30.66537,9
104.087,30.6541,18
104.04353,30.72309,6
104.04233,30.65851,32
104.04261,30.67835,57
104.05052,30.65309,64
104.04308,30.67912,57
104.09875,30.65442,23
104.12938,30.66865,43
104.0973,30.67462,15
104.08712,30.67708,66
104.04764,30.72751,21
104.09873,30.6544,23
104.09877,30.65445,23
104.06965,30.6536,37
104.06064,30.6586,11
104.12905,30.65521,78
104.0862,30.65447,18
104.06976,30.65374,37
104.12027,30.66789,54
104.12924,30.68313,50
104.12948,30.65907,26
104.06067,30.657,11
104.04335,30.72295,6
104.10318,30.67016,16
104.12942,30.66998,8
104.08711,30.65405,18
104.08061,30.65573,17
104.04745,30.72758,21
104.04297,30.69295,29
104.0532,30.65392,56
104.04753,30.72759,21
104.08126,30.65667,17
104.10653,30.6546,27
104.06021,30.65332,24
104.09031,30.65424,63
104.07336,30.69428,55
104.0435,30.72307,6
104.04768,30.72743,21
104.11479,30.65515,1
104.04235,30.66525,9
104.06702,30.71198,13
104.09879,30.65449,23
104.04234,30.66525,9
104.04751,30.72763,21
104.04257,30.6783,57
104.06021,30.65332,24
104.05759,30.67291,25
104.0731,30.65481,2
104.04272,30.66507,9
104.06582,30.65434,22
104.04268,30.67535,5
104.074,30.65449,2
104.04327,30.72312,6
104.04355,30.72334,6
104.12882,30.71541,34
104.04333,30.72294,6
104.05128,30.66372,10
104.12941,30.65903,26
104.04293,30.69298,29
104.04253,30.66516,9
104.07328,30.6861,70
104.12591,30.67104,82
104.04296,30.69295,29
104.04263,30.68109,49
104.07527,30.65379,31
104.05138,30.6639,10
104.11479,30.65515,1
104.04357,30.72336,6
104.06967,30.65362,37
104.07858,30.65802,45
104.04256,30.6754,5
104.08695,30.65412,18
104.06063,30.65871,11
104.04256,30.6754,5
104.04274,30.66517,9
104.08712,30.65405,18
104.04231,30.66538,9
104.07536,30.65376,31
104.04308,30.70381,0
104.1031,30.66901,16
104.05731,30.67303,25
104.04265,30.68108,49
104.09875,30.65442,23
104.07532,30.72715,19
104.08706,30.65407,18
104.08134,30.65679,17
104.12929,30.68318,50
104.12906,30.65521,78
104.12908,30.71394,14
104.04255,30.67826,57
104.06673,30.71245,13
104.04293,30.69276,29
104.08038,30.65545,17
104.04752,30.72774,21
104.04339,30.72322,6
104.04295,30.70397,0
104.12954,30.65909,26
104.12936,30.66864,43
104.08697,30.65411,18
104.11479,30.65486,1
104.12948,30.65548,78
104.04753,30.72772,21
104.12921,30.66857,43
104.043,30.7039,0
104.06988,30.65379,37
104.10365,30.66902,16
104.05689,30.67311,25
104.06575,30.65387,22
104.07208,30.65372,30
104.06965,30.65359,37
104.08004,30.6549,17
104.07533,30.72732,19
104.04345,30.71629,36
104.08086,30.65609,17
104.04222,30.65853,32
104.10469,30.65469,65
104.04245,30.6652,9
104.06067,30.65733,11
104.05479,30.66087,47
104.10635,30.65469,27
104.06973,30.65358,37
104.09873,30.65438,23
104.08648,30.66112,68
104.05059,30.65308,64
104.12877,30.71542,34
104.1065,30.65462,27
104.10653,30.6546,27
104.12661,30.65531,38
104.06023,30.65335,24
104.08696,30.65412,18
104.04257,30.6783,57
104.04241,30.66533,9
104.08002,30.65487,17
104.04326,30.69314,29
104.12943,30.66868,43
104.04255,30.66515,9
104.04282,30.69285,29
104.09872,30.65437,23
104.08634,30.66087,68
104.04252,30.6782,57
104.09746,30.65435,48
104.08788,30.65408,42
104.0989,30.65467,23
104.0428,30.69289,29
104.04283,30.68439,3
104.07277,30.69455,55
104.0516,30.66472,10
104.04296,30.70396,0
104.07313,30.65491,2
104.05262,30.65317,56
104.11479,30.65501,1
104.04309,30.70358,0
104.09872,30.65437,23
104.0507,30.65307,64
104.11884,30.65491,59
104.04763,30.72753,21
104.04263,30.68466,3
104.08711,30.65405,18
104.09506,30.66133,35
104.04243,30.66532,9
104.04297,30.70394,0
104.07237,30.69428,55
104.07439,30.6542,31
104.09872,30.65437,23
104.12933,30.659,26
104.06582,30.65413,22
104.12029,30.66783,54
104.04328,30.7229,6
104.04251,30.66528,9
104.1063,30.65471,27
104.04292,30.70024,53
104.07199,30.65369,30
104.0603,30.65347,24
104.04261,30.67538,5
104.07559,30.68512,72
104.10498,30.65503,65
104.08065,30.65584,17
104.08227,30.65396,67
104.11078,30.65479,73
104.09731,30.65442,48
104.08232,30.65403,67
104.04754,30.72757,21
104.12873,30.71543,34
104.06984,30.65374,37
104.10625,30.65473,27
104.04341,30.723,6
104.043,30.7039,0
104.04261,30.65847,32
104.12908,30.72161,52
104.0744,30.65419,31
104.12954,30.6591,26
104.06575,30.65386,22
104.09738,30.67446,15
104.04249,30.67544,5
104.04305,30.69283,29
104.04279,30.69288,29
104.04332,30.72293,6
104.12844,30.71534,34
104.04234,30.66537,9
104.12928,30.65898,26
104.04263,30.68465,3
104.12925,30.65896,26
104.11487,30.65646,1
104.12878,30.70656,28
104.12877,30.71542,34
104.07329,30.68648,70
104.08618,30.65458,18
104.06222,30.72743,20
104.12914,30.66853,43
104.05159,30.66465,10
104.11919,30.65507,59
104.09877,30.65446,23
104.06067,30.6574,11
104.04269,30.67534,5
104.08614,30.66053,68
104.07267,30.69455,55
104.04309,30.7038,0
104.12895,30.71537,34
104.06593,30.65354,22
104.04298,30.69296,29
104.09739,30.67445,15
104.07201,30.65368,30
104.05761,30.6729,25
104.0425,30.67544,5
104.07532,30.72675,19
104.04786,30.67854,69
104.12946,30.65906,26
104.04755,30.72769,21
104.08707,30.65407,18
104.09039,30.65445,63
104.08661,30.65405,18
104.09875,30.65443,23
104.11479,30.65496,1
104.10652,30.65461,27
104.08069,30.6559,17
104.04268,30.67847,57
104.06176,30.65342,40
104.12933,30.659,26
104.04331,30.70342,0
104.10466,30.65466,65
104.04328,30.7161,36
104.05258,30.65312,56
104.04268,30.6652,9
104.08718,30.65412,18
104.12841,30.70644,28
104.04271,30.67533,5
104.08704,30.65408,18
104.06983,30.65384,37
104.0754,30.65374,31
104.07991,30.65462,17
104.04304,30.70386,0
104.04328,30.72314,6
104.05848,30.72735,58
104.09871,30.65436,23
104.10469,30.6547,65
104.05849,30.72754,58
104.04237,30.66535,9
104.04276,30.67531,5
104.06034,30.65353,24
104.09874,30.6544,23
104.10385,30.66923,16
104.0428,30.68444,3
104.04315,30.69307,29
104.12909,30.66851,43
104.06978,30.65366,37
104.11479,30.65495,1
104.04305,30.69291,29
104.12944,30.65905,26
104.11479,30.65486,1
104.09876,30.65444,23
104.04279,30.69288,29
104.05292,30.65357,56
104.04463,30.70129,41
104.062,30.72294,61
104.12909,30.71398,14
104.07542,30.65373,31
104.12946,30.66869,43
104.04238,30.66524,9
104.05039,30.65311,64
104.07538,30.65374,31
104.10451,30.66943,16
104.05263,30.65318,56
104.04339,30.72298,6
104.05648,30.66293,51
104.0526,30.68467,79
104.04264,30.6784,57
104.08789,30.65408,42
104.04306,30.67802,57
104.1065,30.65462,27
104.07348,30.65474,2
104.04295,30.70397,0
104.04249,30.67544,5
104.04262,30.67838,57
104.04257,30.67829,57
104.10331,30.66907,16
104.04756,30.72766,21
104.0425,30.67543,5
104.08703,30.65408,18
104.0476,30.72759,21
104.06024,30.65338,24
104.06972,30.65369,37
104.04328,30.71047,7
104.08225,30.65393,67
104.04782,30.67857,69
104.04309,30.68406,3
104.08061,30.65574,17
104.04355,30.7231,6
104.10342,30.6691,16
104.08693,30.65413,18
104.05258,30.65312,56
104.11479,30.65501,1
104.07988,30.65458,17
104.06592,30.65364,22
104.04251,30.66528,9
104.04282,30.68441,3
104.05848,30.72725,58
104.09738,30.65438,48
104.1288,30.72168,52
104.07541,30.65373,31
104.09873,30.6544,23
104.09872,30.65437,23
104.04299,30.70392,0
104.05471,30.69464,81
104.04754,30.72772,21
104.11479,30.65482,1
104.07329,30.68645,70
104.05489,30.66086,47
104.07472,30.65404,31
104.04754,30.72772,21
104.11479,30.65505,1
104.10656,30.65459,27
104.04305,30.70705,71
104.04264,30.67841,57
104.07764,30.65843,62
104.12947,30.6687,43
104.04277,30.68103,49
104.07273,30.69455,55
104.06709,30.7124,13
104.05061,30.65308,64
104.06222,30.7275,20
104.11479,30.65495,1
104.12895,30.71538,34
104.07296,30.69455,55
104.08141,30.65689,17
104.09769,30.67388,15
104.07536,30.65375,31
104.09528,30.66178,35
104.12037,30.66764,54
104.11419,30.71111,76
104.08224,30.65392,67
104.04343,30.71627,36
104.06976,30.65363,37
104.0734,30.68651,70
104.07818,30.65829,45
104.06065,30.65827,11
104.06965,30.65359,37
104.0699,30.65381,37
104.04285,30.69287,29
104.04762,30.72756,21
104.04762,30.72756,21
104.07336,30.69424,55
104.11421,30.71133,76
104.07205,30.65369,30
104.06061,30.65708,11
104.04256,30.67828,57
104.11484,30.65491,1
104.07348,30.65474,2
104.07306,30.68578,70
104.07698,30.65858,62
104.04287,30.68434,3
104.06971,30.65368,37
104.10856,30.72672,12
104.04297,30.70394,0
104.11479,30.6551,1
104.12946,30.66869,43
104.07527,30.6538,31
104.0945,30.66033,74
104.11479,30.65511,1
104.09878,30.65447,23
104.11479,30.65505,1
104.12937,30.67008,8
104.10852,30.72663,12
104.11479,30.65503,1
104.04349,30.72306,6
104.04293,30.69082,60
104.12909,30.66851,43
104.04267,30.67535,5
104.04342,30.723,6
104.04278,30.68446,3
104.12954,30.6591,26
104.06593,30.65357,22
104.09871,30.65436,23
104.07209,30.65373,30
104.06064,30.65857,11
104.07226,30.69455,55
104.04352,30.72308,6
104.10463,30.66946,16
104.0606,30.65756,11
104.12562,30.67105,82
104.0429,30.69273,29
104.05218,30.68488,79
104.10648,30.65463,27
104.04289,30.6929,29
104.04234,30.65851,32
104.0429,30.70022,53
104.0478,30.67853,69
104.04311,30.69724,75
104.05061,30.65308,64
104.04224,30.65852,32
104.07209,30.65374,30
104.04297,30.70394,0
104.09419,30.66014,74
104.05064,30.65308,64
104.09744,30.65436,48
104.04328,30.69315,29
104.08789,30.65409,42
104.08057,30.65568,17
104.04328,30.70346,0
104.08142,30.65691,17
104.11245,30.71528,80
104.05653,30.67338,25
104.12927,30.6686,43
104.04401,30.72345,6
104.11479,30.65517,1
104.07302,30.65496,2
104.0434,30.72323,6
104.05143,30.702,46
104.0563,30.66318,51
104.0949,30.66111,35
104.09872,30.65437,23
104.04338,30.72298,6
104.08083,30.65611,17
104.09875,30.65441,23
104.06179,30.6534,40
104.04739,30.7277,21
104.06031,30.65348,24
104.09031,30.65425,63
104.06021,30.65333,24
104.0448,30.70148,41
104.12882,30.71541,34
104.08096,30.65623,17
104.04753,30.72759,21
104.10618,30.65477,27
104.09883,30.65455,23
104.04314,30.66501,9
104.06027,30.65343,24
104.10628,30.65472,27
104.0657,30.65361,22
104.08707,30.65406,18
104.04277,30.69287,29
104.07553,30.68514,72
104.08225,30.65392,67
104.10458,30.65453,65
104.08149,30.65703,17
104.12911,30.66852,43
104.04827,30.67821,69
104.09882,30.65454,23
104.06186,30.65344,40
104.12806,30.70633,28
104.10368,30.66895,16
104.07533,30.72726,19
104.07464,30.65408,31
104.06582,30.654,22
104.04222,30.65522,4
104.04275,30.6845,3
104.04278,30.68446,3
104.04329,30.71612,36
104.11479,30.6552,1
104.04997,30.65317,64
104.08711,30.65405,18
104.04748,30.7277,21
104.12895,30.71538,34
104.09516,30.66147,35
104.06973,30.65359,37
104.04294,30.69293,29
104.05067,30.65307,64
104.04256,30.67827,57
104.10373,30.6692,16
104.04375,30.72325,6
104.04336,30.7232,6
104.1148,30.656,1
104.04301,30.70389,0
104.11479,30.65495,1
104.08701,30.65409,18
104.06028,30.65343,24
104.0506,30.65308,64
104.11201,30.66684,33
104.08711,30.65405,18
104.08693,30.65413,18
104.04259,30.67832,57
104.06031,30.65348,24
104.11479,30.65509,1
104.1295,30.65908,26
104.04332,30.71615,36
104.07982,30.65754,39
104.09726,30.65444,48
104.04237,30.65851,32
104.04283,30.6844,3
104.09749,30.65433,48
104.07336,30.69421,55
104.04766,30.72747,21
104.07535,30.65376,31
104.08176,30.65716,17
104.12543,30.67089,82
104.07336,30.69396,55
104.08703,30.65408,18
104.07986,30.65753,39
104.11249,30.6671,33
104.0785,30.65806,45
104.05258,30.65312,56
104.10628,30.65472,27
104.0433,30.72315,6
104.04329,30.71612,36
104.0507,30.65307,64
104.04235,30.65851,32
104.05163,30.66492,10
104.04359,30.72314,6
104.04332,30.72293,6
104.04274,30.68451,3
104.04245,30.6652,9
104.12941,30.66867,43
104.04285,30.68437,3
104.08705,30.65407,18
104.0584,30.72732,58
104.11484,30.65497,1
104.04266,30.68461,3
104.07283,30.65494,2
104.08675,30.65421,18
104.09028,30.65417,63
104.0438,30.69291,29
104.07533,30.72719,19
104.04759,30.72761,21
104.08079,30.65604,17
104.11262,30.66713,33
104.07541,30.65373,31
104.04301,30.70694,71
104.0426,30.66524,9
104.04753,30.72772,21
104.04302,30.70388,0
104.08176,30.65651,17
104.09877,30.65445,23
104.0799,30.65461,17
104.11479,30.65519,1
104.04335,30.72295,6
104.04281,30.69267,29
104.0431,30.70379,0
104.04243,30.66532,9
104.12928,30.68317,50
104.12941,30.65904,26
104.04827,30.67833,69
104.05161,30.66479,10
104.06222,30.72738,20
104.04335,30.72319,6
104.04346,30.72303,6
104.04293,30.69292,29
104.08709,30.65405,18
104.04262,30.67537,5
104.04339,30.72298,6
104.07532,30.65377,31
104.09881,30.65452,23
104.11479,30.65548,1
104.04335,30.72295,6
104.04299,30.70392,0
104.11417,30.71103,76
104.05473,30.66087,47
104.09467,30.66099,35
104.10297,30.66897,16
104.11479,30.65493,1
104.05156,30.70208,46
104.0861,30.65452,18
104.04355,30.7231,6
104.06972,30.65358,37
104.04357,30.72312,6
104.0527,30.65328,56
104.06967,30.65362,37
104.10654,30.6546,27
104.04265,30.68463,3
104.04267,30.67535,5
104.04377,30.68389,3
104.06983,30.65372,37
104.09739,30.67446,15
104.10327,30.66906,16
104.07988,30.65458,17
104.06037,30.65358,24
104.04757,30.72764,21
104.05849,30.72754,58
104.10848,30.72653,12
104.06067,30.65745,11
104.11479,30.65489,1
104.04393,30.7234,6
104.08154,30.65678,17
104.09029,30.6542,63
104.04358,30.72312,6
104.07533,30.72727,19
104.04261,30.67538,5
104.06022,30.65335,24
104.10648,30.65463,27
104.04265,30.65847,32
104.06028,30.65344,24
104.12937,30.68326,50
104.04334,30.71617,36
104.04287,30.68434,3
104.06969,30.65365,37
104.08143,30.65692,17
104.0548,30.66087,47
104.05068,30.65307,64
104.11479,30.65496,1
104.06063,30.65896,11
104.12948,30.66988,8
104.09874,30.65441,23
104.05128,30.66372,10
104.04278,30.68446,3
104.10641,30.65466,27
104.04329,30.7229,6
104.11479,30.65481,1
104.043,30.70391,0
104.04259,30.67833,57
104.07532,30.72714,19
104.07532,30.727,19
104.04252,30.66517,9
104.0974,30.67444,15
104.07533,30.72729,19
104.04303,30.70364,0
104.07532,30.7269,19
104.12953,30.65909,26
104.10644,30.65464,27
104.07532,30.65377,31
104.12927,30.68316,50
104.04298,30.70393,0
104.11479,30.6548,1
104.11078,30.6547,73
104.0866,30.65428,18
104.11479,30.65484,1
104.09738,30.65438,48
104.0433,30.71613,36
104.04305,30.71045,7
104.05266,30.65323,56
104.09879,30.65448,23
104.11479,30.65498,1
104.04327,30.72289,6
104.04266,30.67844,57
104.09028,30.65416,63
104.04275,30.68597,44
104.09879,30.65448,23
104.0754,30.65374,31
104.06067,30.65698,11
104.05259,30.65314,56
104.04262,30.67838,57
104.04301,30.70389,0
104.06593,30.65361,22
104.08702,30.65409,18
104.07532,30.65377,31
104.06065,30.65826,11
104.05266,30.65322,56
104.05064,30.65308,64
104.04224,30.65852,32
104.04756,30.72766,21
104.04753,30.72772,21
104.04317,30.68395,3
104.12938,30.65902,26
104.04303,30.68414,3
104.11484,30.65508,1
104.04328,30.7229,6
104.04303,30.69282,29
104.0749,30.65407,31
104.04244,30.6652,9
104.05641,30.66298,51
104.06592,30.65373,22
104.055,30.66084,47
104.04266,30.6651,9
104.05848,30.72731,58
104.12939,30.65902,26
104.12874,30.71543,34
104.04277,30.69273,29
104.04259,30.65847,32
104.07314,30.6549,2
104.09533,30.66183,35
104.04338,30.72298,6
104.09738,30.65438,48
104.12572,30.67108,82
104.08013,30.65807,39
104.05683,30.67324,25
104.06575,30.65368,22
104.08829,30.6547,42
104.12903,30.71518,34
104.04268,30.68458,3
104.06188,30.65343,40
104.04258,30.6783,57
104.08697,30.65411,18
104.05212,30.68511,79
104.11479,30.65509,1
104.08141,30.65704,17
104.05754,30.67293,25
104.06222,30.72685,20
104.07533,30.72724,19
104.0423,30.65852,32
104.05065,30.65308,64
104.0584,30.72738,58
104.04294,30.66501,9
104.09742,30.65437,48
104.07527,30.65379,31
104.04263,30.68466,3
104.07532,30.7269,19
104.07203,30.65367,30
104.04298,30.70394,0
104.05043,30.65311,64
104.04294,30.70025,53
104.07205,30.65369,30
104.06031,30.65349,24
104.04769,30.72742,21
104.07528,30.65379,31
104.10349,30.66912,16
104.08137,30.65682,17
104.04264,30.66511,9
104.04301,30.70366,0
104.10463,30.6546,65
104.12897,30.70663,28
104.05194,30.7023,46
104.04273,30.67532,5
104.04263,30.68465,3
104.11205,30.6666,33
104.04316,30.68088,49
104.04262,30.67837,57
104.04306,30.70706,71
104.08709,30.65406,18
104.08087,30.65611,17
104.11906,30.65501,59
104.05222,30.68474,79
104.10858,30.72678,12
104.04334,30.72294,6
104.06964,30.65358,37
104.11479,30.6549,1
104.09724,30.67469,15
104.04762,30.72718,21
104.12029,30.66783,54
